#front|back
塔|[tǎ] pagoda, tower<br /><br />[da] 泥圪塔; 树圪塔
塵|[chén] (灰尘 huīchén) dust
躺|[tǎng] lie down
殊|[shū] 特殊 tèshū special, particular
慰|[wèi] 安慰 comfort, console; 慰问 express sympathy for
坛|[tán] (F壇) altar, raised plot of ground; (F罈) jar, jug
甘|[gān] sweet; 甘蔗 gānzhe sugarcane; 甘肃 Gānsù<br /><br />{Compare with 日 rì sun}
咬|[yǎo] bite; bark; pronounce
拒|[jù] resist; (拒绝 jùjué) refuse
彪|[biāo] young tiger
炸|[zhà] (爆炸 bàozhà) explode, blow up<br /><br />[zhá] deep fry
井|[jǐng] (water) well, {family name}>
崇|[chóng] worship, high, sublime
飲|[yǐn] drink<br /><br />[yìn] give animals water to drink
祝|[zhù] express good wishes; 庆祝 qìngzhù celebrate; 祝贺 zhùhè congratulate; 祝福 zhùfú invoke/give blessing
汪|[wāng] 汪汪 wāngwāng tearful, bow-wow; 汪洋 boundless (ocean)
牢|[láo] firm, durable; (牢房 láofáng) prison; 牢固 láogù sturdy
桂|[guì] laurel (bay) tree; 桂林 Guìlín
尾|[wěi] (=尾巴 wěiba) tail<br /><br />[yǐ] 后尾 hòuyǐ {colloquial}> end, behind
漂|[piāo] float<br /><br />[piào] 漂亮 paiòliang beautiful<br /><br />[piǎo] 漂白 piǎobái bleach
聊|[liáo] just, slightly; 无聊 wúliáo bored, silly; 聊天儿 liáotiānr chat, gossip
撒|[sā] cast, let go<br /><br />[sǎ] scatter, sprinkle
恰|[qià] (恰当 qiàdàng) appropriate, suitable; 恰好 qiàhǎo just right
凝|[níng] 混凝土 hùnníngtǔ concrete; 凝视 níngshì stare; 凝固 nínggù solidify
矛|[máo] spear; 矛盾 máodùn "spear-shield" = contradiction
於|[Yū] {family name}><br /><br />[wū] {archaic}> sigh and exclaim<br /><br />[yú] (S于) in, at, to, from, by, than
賓|[bīn] guest; 宾馆 bīnguǎn hotel<br /><br />{Compare with 兵 bīng soldier}
緒|[xù] 情绪 qíngxù mood, depression; 头绪 tóuxù lead, clue
彭|[Péng] {family name}>
肚|[dù] (肚子 dùzi) stomach<br /><br />[dǔ] tripe
匆|[cōng] urgent, rushed; 匆匆 cōngcōng hurriedly, obviously, apparently; 匆忙 cōngmáng in a hurry
描|[miáo] trace, touch up; 描写 miáoxiě describe
粉|[fěn] powder; 洗衣粉 xǐyīfěn laundry detergent; 粉红色 fěnhóngsè pink
賊|[zéi] thief
乏|[fá] (=缺乏quēfá) lack; 疲乏 pífá tired; 贫乏 pínfá poor
盾|[dùn] shield; 矛盾 máodùn "spear-shield" = contradiction
愁|[chóu] worry
斜|[xié] slanting; 斜边 xiébiān hypoteneuse; 斜率 xiélǜ slope
裂|[liè] split, crack: 分裂 fēnliè split, divide, break up, fission<br /><br />[liě] crack open
滑|[huá] slip, slide, smooth, slippery; 滑冰 huábīng ice-skate
斐|[fěi] to possess literary talent; 斐然 fěirán brilliant (of literature); 斐济 Fěijì Fiji
廢|[fèi] waste
寂|[jì] 寂寞 jìmò lonely; 寂静 jìjìng quiet (place); 沉寂 chénjì quiet
涌|[yǒng] gush, pour, rise, surge; 汹涌 xiōngyǒng turbulent
詳|[xiáng] 详细 xiángxì detailed; 端详 duānxiáng details; 安详 ānxiáng serene
湯|[tāng] hot water, soup<br /><br />[shāng] 汤汤 shāngshāng to flow turbulently
徹|[chè] 彻底 chèdǐ thorough; 贯彻 guànchè carry out, implement
玄|[xuán] black, dark, profound, abstruse; 玄学 xuánxué metaphysics
斤|[jīn] half a kilogram; 公斤 gōngjīn kilogram
轟|[hōng] bang, boom, rumble, bomb, attack, drive out; 轰轰烈烈 hōnghōnglièliè grand, spectacular
奸|[jiān] treacherous, traitor; (F姦) adultery; 强奸 qiángjiān rape
憐|[lián] 可怜 kělián poor, pitiful
朵|[duǒ] (=朵儿 duǒr) flower, {classifier for flowers, clouds etc.}>; 一朵花 yì duǒ huā; 一朵云<br /><br />[duo] 耳朵 ěrduo ear
佳|[jiā] good, beautiful
皆|[jiē] {slightly archaic}> all, everyone
鳥|[niǎo] bird<br /><br />[diǎo] (=屌)<br /><br />{Compare with 乌 wu crow}
邦|[bāng] nation, state, country; 城邦 chéngbāng city-state; 乌托邦 wūtuōbāng utopia
扶|[fú] support with the hand, help
毀|[huǐ] destroy; 毁灭 huǐmiè exterminate
聰|[cōng] 聪明 cōngming clever, intelligent, bright
辯|[biàn] (辩论 biànlùn) debate, argue; 辩证 diagnosis
瓶|[píng] (=瓶子 píngzi) bottle
餓|[è] hungry
蛇|[shé] snake<br /><br />[yí] 虚与委蛇 xūyǔwēiyí pretended interest and sympathy
捕|[bǔ] catch; 逮捕 dàibǔ arrest
搬|[bān] move; 搬家 move house
沈|[Shěn] {family name}>, liquid essence; (F瀋) 沈阳 Shěnyáng; 墨沈未干 mòshěnwèigān "before the ink is dry"<br /><br />[chén] (=沉) to sink
楓|[fēng] Chinese sweet gum (tree); maple
舅|[jiù] 舅舅 jiùjiu uncle, mother's brother
幽|[yōu] 幽静 secluded; 幽默 humor; 幽暗 gloomy; 幽灵 ghost
魔|[mó] evil spirit, (=恶魔 èmó, =魔鬼 móguǐ) demon; 魔术 móshù magic
琴|[qín] zither-like instrument; 钢琴 piano; 小提琴 violin
掙|[zhèng] struggle; earn<br /><br />[zhēng] 挣扎 zhēngzhá struggle
聘|[pìn] engage; 聘请 pìnqǐng engage, invite
彎|[wān] curve, bend
墓|[mù] (=坟墓 fénmù) grave, tomb
欺|[qī] (=欺骗 qīpiàn) cheat, deceive, (=欺负 qīfu) bully
悟|[wù] realize; 觉悟 consciousness; 孙悟空
蔣|[Jiǎng] {family name}>
臣|[chén] high official, overseer, (=大臣 dàchén) minister
返|[fǎn] (=返回 fǎnhuí) return, go back
違|[wéi] disobey, (=违反 wéifǎn, =违背 wéibèi) violate; 违法 wéifǎ break the law
虧|[kuī] lose (money); 吃亏 chīkuī suffer a loss, come to grief, treat unfairly; 幸亏 xìngkuī fortunately, luckily
丟|[diū] lose, misplace
援|[yuán] hold, help; 支援 zhīyuán support; 援助 yuánzhù help
赫|[Hè] {family name}>, hertz
魏|[Wèi] one of the Three Kingdoms, name of several dynasties, {family name}>
耐|[nài] be able to endure; 有耐心 yǒubàixīn patient; 不耐烦 bú nàifán impatient
佩|[pèi] wear (at the waist), admire, pendant waist ornament; 佩服 pèifu admire; 敬佩 jìngpèi esteem
酸|[suān] sour, acid
盟|[méng] (联盟 liánméng) alliance, pact<br /><br />[míng] 盟誓 míngshì oath of alliance
胖|[pàng] fat, plump<br /><br />[pán] {archaic}> easy and comfortable
傻|[shǎ] stupid, idiotic; 傻子 shǎzi, 傻瓜 shǎguā idiot
繞|[rào] wind, coil, move around; 围绕 wéirào surround
哼|[hēng] groan, snort, hum<br /><br />[hng] humph
秦|[Qín] the Qin Dynasty 221-207 B.C., {family name}>
屈|[qū] bend, submit, injustice; 屈服 qūfú surrender, yield; 委屈 wěiqu feel wronged, srong somebody
辱|[rǔ] 侮辱 wǔrǔ insult, humiliate; 耻辱 chǐrǔ shame
昨|[zuó] (=昨天 zuótiān) yesterday; 昨晚 zuówǎn yesterday evening<br /><br />{Compare with 咋 zǎ how}
瘦|[shòu] thin, lean, frail, skinny
暫|[zàn] (=暂时 zànshí) temporary
箭|[jiàn] arrow; 火箭 huǒjiàn rocket; 箭头 jiàntóu arrowhead
署|[shǔ] (=署名 shǔmíng, =签署 qiānshǔ) sign one's name; 部署 bùshǔ deploy
赴|[fù] go to, attend
遞|[dì] hand over, pass, give; 递交 dìjiāo deliver, hand on, present, submit
猜|[cāi] guess; 猜想 cāixiǎng suppose
潛|[qián] 潜水艇 qiánshuǐtǐng submarine; 潜力 qiánlì latent ability
鴻|[hóng] (鸿雁 hóngyàn) swan, wild goose, vast
績|[jì] 成绩 grade, achievement; 功绩 merits and achievements
耀|[yào] shine, dazzle
塗|[tú] spread on; 涂料 túliào coating<br /><br />[tu] 糊涂 hútu muddled<br /><br />[tū] 糊里八涂 húlibātū confused, muddle-headed
割|[gē] cut; 收割 shōugē to harvest
豆|[dòu] bean; 豆腐 dòufu tofu; 大豆 dàdòu soybean; 豌豆 wāndòu pea
悶|[mēn] muffled (of sound), stuffy, cut off from air circulation<br /><br />[mèn] bored, depressed
亭|[tíng] (=亭子 tíngzi) pavilion, kiosk
祥|[xiáng] (=吉祥 jíxiáng) auspicious; 慈祥 cíxiáng kindly, mercy
勵|[lì] 鼓励 gǔlì, 激励 jīlì encourage; 奖励 jiǎnglì reward
宇|[yǔ] eaves, universe; 宇宙 yǔzhòu cosmos; 庙宇 miàoyǔ temple
泛|[fàn] flood; 广泛 guǎngfàn wide, extensive; 泛滥 fànlàn overflow
狼|[láng] wolf, greedy and cruel person; 狼狈 lángbèi in a difficult position
悔|[huǐ] (=后悔 hòuhuǐ) regret, repent
搭|[dā] put up, hang over, lift together<br /><br />[dá] 搭茬儿 dáchár pursue another's utterance; 哪搭 nǎdá where, wherever
艦|[jiàn] (=军舰 jūnjiàn) warship; 航空母舰 hángkōngmǔjiàn aircraft carrier
浮|[fú] float
牽|[qiān] lead along (by hand, halter, etc.); 牵牛下地 qiānniú xià dì
符|[fú] 符合 fúhé conform to; 符号 fúhào mark, symbol
肅|[sù] 严肃 yánsù serious, solemn; 肃清 sùqīng eliminate
奴|[nú] (=奴隶 núlì) slave
爆|[bào] (=爆炸 bàozhà) explode, (=爆发 bàofā) erupt, burst; 爆竹 bàozhú firecracker
姊|[zǐ] elder sister; 姊妹 zǐmèi sisters
幼|[yòu] young, children; 幼稚 yòuzhì childish; 幼儿 child
夾|[jiā] press, squeeze, clip<br /><br />[jiá] lined (clothing)<br /><br />[gā] 夹肢窝 gāzhiwō armpit
邀|[yāo] (邀请 yāoqǐng) invite
瘋|[fēng] crazy
允|[yǔn] 允许 yǔnxǔ permit, allow
惱|[nǎo] 恼火 nǎohuǒ angry, annoyed
租|[zū] rent; 出租汽车 chūzūqìchē taxi
椅|[yǐ] (椅子 yǐzi) chair
尺|[chǐ] ruler, one-third of a meter; 英尺 yīngchǐ (English) foot<br /><br />[chě] 工尺 gōngchě traditional Chinese musical notation
侍|[shì] 侍候 shìhòu wait upon, look after
腐|[fǔ] rotten; 豆腐 tofu; 腐蚀 corrode; 腐败 corrupt
顫|[chàn] quiver; 颤抖 chàndǒu tremble; 颤动 chàndòng vibrate<br /><br />[zhàn] tremble, shudder
扭|[niǔ] twist, turn around, seize; 别扭 bièniu awkward<br /><br />[niū] 吱扭 zīniū squeak
菲|[fěi] 菲薄 fēibó humble<br /><br />[fēi] luxuriant; 菲律宾 Fěilǜbīn Philippines
瓦|[wǎ] tile; (瓦特 wǎtè) Watt<br /><br />[wà] to tile a roof<br /><br />[wā] 蓝瓦瓦 lánwāwā dazzling blue
擦|[cā] rub, wipe, scrape
辣|[là] spicy; 辣椒 làjiāo hot pepper; 毒辣 dúlà sinister<br /><br />[lā] 热辣辣 rèlālā burning hot, impassioned, passionate
奏|[zòu] play music; 演奏 yǎnzòu perform music; 节奏 jiézòu rhythm
殷|[yīn] rich, {family name}><br /><br />[yān] (=殷红 yānhóng) blackish red, dark red
埋|[mái] bury, cover up<br /><br />[mán] 埋怨 mányuàn blame, complain
摔|[shuāi] fall down; 摔交 shuāijiāo wrestling
盼|[pàn] look, (=盼望 pànwàng) hope for, look forward to
吟|[yín] chant, recite<br /><br />[yīn] 笑吟吟 xiàoyīnyīn smilingly
渡|[dù] cross a river/sea/etc., tide over, ferry across; 渡船 dùchuán ferry
衫|[shān] (=衬衫 chènshān) shirt
跨|[kuà] step, stride, straddle, go beyond
醉|[zuì] drunk
艱|[jiān] (=艰难 jiānnán) difficult, (=艰苦 jiānkǔ) arduous
掩|[yǎn] hide, sneak attack; 掩护 yǎnhù to shield; 掩盖 yǎngài conceal
荷|[hé] lotus; 荷花 héhuā lotus flower<br /><br />[hè] carry, load
蒼|[cāng] dark green or blue; 苍天 blue sky; 苍松 green pine; 苍蝇 cāngying fly, mosquito; 苍白 cāngbái pale, lifeless, grayish
旋|[xuán] spin; 旋转 xuánzhuǎn rotate<br /><br />[xuàn] whirl, lathe
揭|[jiē] uncover
桑|[sāng] mulberry tree; 桑蚕 sāngcán silkworm; 桑叶 sāngyè mulberry leaves
仗|[zhàng] battle, war; 打仗 dǎzhàng wage a war, fight a battle
蓮|[lián] lotus, water lilly
鑽|[zuān] drill, get into, study<br /><br />[zuàn] drill, auger, diamond, watch jewel
宏|[hóng] 宏伟 hóngwěi magnificient; 宏大 hóngdà great; 宏观 hóngguān macroscopic
幻|[huàn] unreal, imaginary, magical; 科幻小说 kēhuàn xiàoshuō science fiction novel
刃|[rèn] (=刀刃 dāorèn) sharp edge of knife or sword, kill with knife or sword
峽|[xiá] (=峡谷 xiágǔ) gorge, canyon; 海峡 hǎixiá strait, channel; 三峡 Sān Xiá the Three Gorges of the Yangtze river
遼|[liáo] 辽阔 liáokuò vast, extensive; 辽宁 Liáoníng (a province)
娃|[wá] (娃娃 wáwa) baby
凱|[kǎi] 凯歌 kǎigē song of triumph
患|[huàn] worry, anxiety, disaster; 患病 huànbìng fall ill
障|[zhàng] barrier, obstacle, (=障碍 zhàng'ài) obstruct; 保障 bǎozhàng ensure
丐|[gài] (=乞丐 qǐgài) beggar
衡|[héng] weighing equipment, (=衡量 héngliang) weigh, measure, judge
貓|[māo] cat; 熊猫 xióngmāo panda; 猫头鹰 māotóuyīng owl<br /><br />[máo] 猫腰 máoyāo stoop, crouch
丑|[chǒu] second Earthly Branch, a clown in an opera, {faily name}>; (F醜) 丑陋 chǒulòu ugly, disgraceful, scandalous
濤|[tāo] great waves
暖|[nuǎn] warm up, (=温暖 wēnnuǎn) warm; 暖和 nuǎnhuo nice and warm
溜|[liū] slide, sneak away<br /><br />[liù] swift current of water
鍋|[guō] pot, wok, frying pan; 锅贴 guōtiē pot sticker
奈|[nài] what?, how?; 无可奈何 wúkěnàihé have no alternative
罰|[fá] (=惩罚 chéngfá) punish, (=罚款 fákuǎn) penalty
拾|[shí] pick up from the ground, ten (=十 shí); 收拾 shōushi put in order<br /><br />[shè] 拾级 shèjí climb stairs
濃|[nóng] dense, thick, concentrated; 浓度 nóngdù consistency
鍵|[jiàn] key; 键盘 jiànpán keyboard (piano or typewriter)
脈|[mài] vein, pulse; 山脉 shānmài mountain range<br /><br />[mò] 脉脉 mòmò lovingly
鎖|[suǒ] lock
鄰|[lín] (=邻居 línjū) neighbor
臭|[chòu] stinking<br /><br />[xiù] sniff, smell
芳|[fāng] perfume, (=芳香 fāngxiāng) fragrant; 芳龄 fānglíng age (when speaking of a young woman)
垂|[chuí] hang down, droop; 垂直 chúizhí vertical, perpendicular
捉|[zhuō] clutch, grasp, catch; 捉迷藏 zhuō mícáng to play "hide-and-seek"
恢|[huī] 恢复 huīfù recover, restore
姆|[mǔ] nurse
砍|[kǎn] cut, chop, hack; 砍柴 kǎnchái cut firewood
駕|[jià] (驾驶 jiàshǐ) drive, fly, sail; 劳驾 láojià excuse me...
恭|[gōng] respect; 恭贺新禧 gōnghèxīnxǐ Happy New Year
挨|[āi] get close to, be next to, in sequence<br /><br />[ái] suffer
禍|[huò] misfortune
曹|[Cáo] {family name}>
慈|[cí] 慈祥 cíxiáng kindly; 慈爱 cí'ài love, kindness; 慈悲 cíbēi mercy
抖|[dǒu] (=发抖 fādǒu, =颤抖 chàndǒu) shiver, tremble
泉|[quán] spring, (=喷泉 pēnquán) fountain; 源泉 yuánquán source
覽|[lǎn] 展览 zhǎnlǎn exhibition; 游览 yóulǎn go sightseeing
澳|[ào] bay, inlet (used in place names); 澳门 Aomen; 澳大利亚
脏|[zāng] (F髒) dirty<br /><br />[zàng] (F臟) 心脏 xīnzàng heart
疼|[téng] sore, painful
銅|[tóng] copper (Cu); 青铜 qīngtóng bronze
羞|[xiū] (=羞耻 xiūchǐ) shame, shy; 羞愧 xiūkuì feel ashamed
檔|[dàng] shelves; 档案 dàng'àn files, archives<br /><br />[dǎng] 骂档子 mà dǎngzi target of scolding; 逻辑档 luójidǎng logical data files
拋|[pāo] throw; 抛弃 pāoqì abandon; 抛锚 pāomáo drop anchor
苗|[miáo] seedling, young plant, vaccination; 火苗 huǒmiáo flame
惑|[huò] 疑惑 yíhuò uncertain<br /><br />[huo] 迷惑 míhuo perplex
肥|[féi] (=肥胖) fat, fertile, (=肥料) fertilizer; 肥皂 féizào soap
驅|[qū] 驱逐 qūzhú drive out, expel
窩|[wō] nest; 窝棚 wōpeng shack
褲|[kù] (=裤子) pants
估|[gū] 估计 gūjì estimate, guess<br /><br />[gù] 估衣 gùyi secondhand clothes
胞|[bāo] womb, placenta; 细胞 xìbāo cell
柄|[bǐng] handle
闊|[kuò] wide; 广阔 guǎngkuò vast; 宽阔 kuānkuò broad; 辽阔 liáokuò extensive
杜|[dù] {family name}>; 杜鹃 dùjuān cuckoo, azalea; 杜绝 dùjué stop, cut off
勤|[qín] (勤劳 qínláo) diligent, hardworking
舟|[zhōu] boat, ship
帽|[mào] (=帽子 màozi) hat, headgear, cap
瑪|[mǎ] 玛瑙 mǎnǎo agate; 玛雅 Mǎyǎ Maya
撤|[chè] remove, take away, withdraw, evacuate
頻|[pín] frequently; 频率 pínlǜ frequency
禪|[chán] meditation, Zen, Dhyana<br /><br />[shàn] 禅让 shànràng abdicate
柯|[kē] {archaic}> stalk, branch, {family name}>
萊|[lái] 莱菔 láifú radish; 文莱 Wénlái Brunei
堪|[kān] may, endure; 不堪 bùkān can't stand; 难堪 nánkān intolerable
寸|[cùn] inch
哀|[āi] grief; 悲哀 sorrowful; 哀求 āiqiú entreat, implore
熊|[xióng] bear, {family name}>; 熊猫 xióngmāo panda
腹|[fù] belly, stomach, abdomen; 腹地 hinterland
嘗|[cháng] taste
敲|[qiāo] knock, strike; 敲门 qiāo mén knock on a door; 敲锣 qiāo luó beat a gong
勃|[bó] suddenly; 勃勃 bóbó vigorous
巡|[xún] patrol; 巡视 xúnshì make a tour of inspection
盜|[dào] (=盗窃 dàoqiè) steal; 强盗 qiángdào robber
籌|[chóu] chip, counter, prepare, plan
扣|[kòu] button up; 纽扣儿 niǔkòur button; 扣子 kòuzi knot, button
池|[chí] pond, {family name}>, (=池塘 chítáng) pool; 游泳池 yóuyǒngchí swimming pool; 电池 diànchí battery
淺|[qiǎn] shallow, light
柴|[chái] firewood; 火柴 huǒchái match; 柴油 cháiyóu diesel oil
埃|[āi] dust, angstrom; 埃及 Aījí Egypt
嫁|[jià] marry (referring to a woman)
枚|[méi] {classifier for small objects, coins, etc.}>
稀|[xī] scarce, watery; 稀饭 xīfàn rice porridge, rice soup
雕|[diāo] vulture, (=雕刻 diāokè) carve, engrave; 浮雕 fúdiāo relief sculpture
厭|[yàn] (=讨厌 tǎoyàn, =厌恶 yànwù) detest; 厌烦 yànfán boring<br /><br />[yān] (=恹 yān) 恹恹 yānyān weak and weary thrugh illness
瓜|[guā] melon, gourd; 西瓜 xīguā watermelon; 傻瓜 shǎguā idiot; 黄瓜 huánggua cucumber
壽|[shòu] longevity; 寿命 shòumìng life-span
跌|[diē] fall, tumble
扯|[chě] pull, tear, chat
董|[dǒng] director; 古董 gǔdǒng antique
錦|[jǐn] brocade; 什锦 shíjǐn fancy; 素什锦 sùshíjǐn assorted vegetables
鑒|[jiàn] reflect, mirror, inspect, examine, take as a lesson, ancient bronze mirror, warning, object lesson; 鉴定 jiàndìng appraise; 借鉴 jièjiàn draw lessons from
刷|[shuā] brush, to brush, to paint, swish<br /><br />[shuà] 刷选 shuàxuǎn choose, pick, select; 刷白 shuàbái white, pale, brush over
趨|[qū] walk fast, hurry, (=趋向 qūxiàng) tend, incline to; 趋势 qūshì tendency
捐|[juān] contribute, relinquish, tax
傲|[ào] (骄傲 jiāo'ào) proud, arrogant
貫|[guàn] 贯彻 guànchè carry out; 一贯 yíguàn consistent
殿|[diàn] hall, palace
撥|[bō] poke, turn, stir; 拨钟 bōzhōng set a clock; 拨电话 bō diànhuà dial a phone
遜|[xùn] 谦逊 qiānxùn modest
踢|[tī] kick; 踢足球 tī zúqiú play football
賠|[péi] compensate, pay for, lose money; 赔不是 péi bùshi apologize
姿|[zī] appearance, gesture, (=姿势 zīshì, =姿态 zītài) posture
遷|[qiān] move, change; 变迁 biànqiān changes; 迁就 qiānjiù yield to
黎|[lí] mulititude, {family name}>; 黎明 límíng daybreak
祭|[jì] sacrifice; 祭器 jìqì sacrificial utensil
滴|[dī] drip, drop
襲|[xí] make a surprise attack, carry on as before
慌|[huāng] flustered, confused; 慌忙 huāngmáng in a flurry
鞭|[biān] whip
茫|[máng] 茫茫 mángmáng vast, boundless and indistinct
逢|[féng] meet
屠|[tú] butcher, kill
昆|[kūn] 昆虫 kūnchóng insect; 昆明 Kūnmíng
柏|[bǎi] (=柏树 bǎishù) cypress<br /><br />[Bó] 柏林 Bólín Berlin<br /><br />[bò] (=檗) 黄柏 huángbò the bark of a cork tree, golden cypress
駛|[shǐ] sail, move along quickly (speaking fo vehicles), (=驾驶 jiàshǐ) drive
咐|[fù] 吩咐 fēnfù tell, instruct; 嘱咐 zhǔfu enjoin, tell
植|[zhí] to plant; 植物 zhíwù plant
懼|[jù] fear, dread
紐|[niǔ] 纽扣儿 niǔkòur button, knob, handle, tie
捷|[jié] 敏捷 mǐnjié quick, agile; 轻捷 qīngjié nimble, spry
圳|[zhèn] irrigation ditch; 深圳 Shēnzhèn (place name)
牲|[shēng] 牺牲 xīshēng sacrifice; 牲口 shēngkou beasts of burden
蹤|[zōng] 跟踪 gēnzōng follow closely; 失踪 shīzōng be missing; 踪迹 zōngjì trace
